year,region,sector,value
"2008","RI","nrs",0.0040398728000072
"2008","RI","sec",0.00322648730253741
"2008","RI","art",0.00367363954792618
"2008","RI","mov",0.00396365638457939
"2008","RI","fpd",0.00271837814281737
"2008","RI","slg",0.0043836240058983
"2008","RI","pri",0.00307519976836317
"2008","RI","grd",0.00309092763967299
"2008","RI","pip",0.00309092763967299
"2008","RI","sle",0.0043836240058983
"2008","RI","osv",0.00396365638457939
"2008","RI","trn",0.00309092763967299
"2008","RI","smn",0.00383057067544104
"2008","RI","fmt",0.00307519976836317
"2008","RI","pet",0.00307519976836317
"2008","RI","mvt",0.00279258990869617
"2008","RI","cep",0.00254861294004038
"2008","RI","wst",0.00410867824176751
"2008","RI","mot",0.00279258990869617
"2008","RI","adm",0.00396365638457939
"2008","RI","soc",0.0040398728000072
"2008","RI","alt",0.00294417628759662
"2008","RI","pmt",0.00307519976836317
"2008","RI","trk",0.00309092763967299
"2008","RI","fdd",0.0043836240058983
"2008","RI","gmt",0.00383057067544104
"2008","RI","wtt",0.00309092763967299
"2008","RI","wpd",0.00271837814281737
"2008","RI","wht",0.00307519976836317
"2008","RI","oth",0.0043836240058983
"2008","RI","wrh",0.00396365638457939
"2008","RI","ott",0.00383057067544104
"2008","RI","che",0.00307519976836317
"2008","RI","air",0.00309092763967299
"2008","RI","mmf",0.00307519976836317
"2008","RI","otr",0.00309092763967299
"2008","RI","min",0.0030558253860821
"2008","AK","ppd",0.00229428428758792
"2008","AK","res",0.00320711696487313
"2008","AK","com",0.00258569884850709
"2008","AK","amb",0.00306156958001628
"2008","AK","fbp",0.00335047142984567
"2008","AK","rec",0.00235305184784609
"2008","AK","con",0.00229428428758792
"2008","AK","agr",0.00335047142984567
"2008","AK","eec",0.00301956222748954
"2008","AK","use",0.00284269118155624
"2008","AK","fnd",0.00284269118155624
"2008","AK","pub",0.00258569884850709
"2008","AK","hou",0.00244791332660731
"2008","AK","fbt",0.00335047142984567
"2008","AK","ins",0.00193406853665393
"2008","AK","tex",0.00198883141345354
"2008","AK","leg",0.00258569884850709
"2008","AK","fen",0.00284269118155624
"2008","AK","uti",0.00244791332660731
"2008","AK","nmp",0.00229428428758792
"2008","AK","brd",0.00258569884850709
"2008","AK","bnk",0.00193406853665393
"2008","AK","ore",0.00244791332660731
"2008","AK","edu",0.00262222251098597
"2008","AK","ote",0.00209939383206946
"2008","AK","man",0.00258569884850709
"2008","AK","mch",0.00229428428758792
"2008","AK","dat",0.00258569884850709
"2008","AK","amd",0.00235305184784609
"2008","AK","oil",0.00241044815618743
"2008","AK","hos",0.00306156958001628
"2008","AK","rnt",0.00235305184784609
"2008","AK","pla",0.00229428428758792
"2008","AK","fof",0.00301956222748954
"2008","AK","fin",0.00193406853665393
"2008","AK","tsv",0.00258569884850709
"2008","AK","nrs",0.00306156958001628
"2008","AK","sec",0.00193406853665393
"2008","AK","art",0.00235305184784609
"2008","AK","mov",0.00258569884850709
"2008","AK","fpd",0.00251675059618201
"2008","AK","slg",0.00284269118155624
"2008","AK","pri",0.00229428428758792
"2008","AK","grd",0.00240046589378018
"2008","AK","pip",0.00240046589378018
"2008","AK","sle",0.00284269118155624
"2008","AK","osv",0.00258569884850709
"2008","AK","trn",0.00240046589378018
"2008","AK","smn",0.00229616010963853
"2008","AK","fmt",0.00229428428758792
"2008","AK","pet",0.00229428428758792
"2008","AK","mvt",0.00209939383206946
"2008","AK","cep",0.00301956222748954
"2008","AK","wst",0.00244791332660731
"2008","AK","mot",0.00209939383206946
"2008","AK","adm",0.00258569884850709
"2008","AK","soc",0.00306156958001628
"2008","AK","alt",0.00198883141345354
"2008","AK","pmt",0.00229428428758792
"2008","AK","trk",0.00240046589378018
"2008","AK","fdd",0.00284269118155624
"2008","AK","gmt",0.00229616010963853
"2008","AK","wtt",0.00240046589378018
"2008","AK","wpd",0.00251675059618201
"2008","AK","wht",0.00229428428758792
"2008","AK","oth",0.00284269118155624
"2008","AK","wrh",0.00258569884850709
"2008","AK","ott",0.00229616010963853
"2008","AK","che",0.00229428428758792
"2008","AK","air",0.00240046589378018
"2008","AK","mmf",0.00229428428758792
"2008","AK","otr",0.00240046589378018
"2008","AK","min",0.00241044815618743
"2008","WV","ppd",0.00454133331043139
"2008","WV","res",0.00486864510636102
"2008","WV","com",0.0037014440126385
"2008","WV","amb",0.00636270000372907
"2008","WV","fbp",0.00574032182105039
"2008","WV","rec",0.00364125456345555
"2008","WV","con",0.00454133331043139
"2008","WV","agr",0.00574032182105039
"2008","WV","eec",0.00407363513104888
"2008","WV","use",0.00472181001889908
"2008","WV","fnd",0.00472181001889908
"2008","WV","pub",0.0037014440126385
"2008","WV","hou",0.0038989645132661
"2008","WV","fbt",0.00574032182105039
"2008","WV","ins",0.00388703633535115
"2008","WV","tex",0.00427384494488019
"2008","WV","leg",0.0037014440126385
"2008","WV","fen",0.00472181001889908
"2008","WV","uti",0.0038989645132661
